id,organisation_code,organisation_name_short,organisation_name_long,organisation_name_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points
XI-IATI-EC_INTPA-objectives,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",3.528195095,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,70.56390189,37.23390189,monthly,1,1,37.23390189,,,,,,0
XI-IATI-EC_INTPA-organisation-strategy,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_INTPA-planned-dates,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",0.998842393,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,99.88423933,66.55423933,monthly,1,1,66.55423933,,,,,,0
XI-IATI-EC_INTPA-impact-appraisals,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",3.560401834,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,iati,iati,33.33,71.20803669,37.87803669,monthly,1,1,37.87803669,,,,,,0
XI-IATI-EC_INTPA-procurement-policy,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",1.8749375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_INTPA-project-budget,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",3.275524367,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,iati,iati,33.33,98.2657261,64.9357261,monthly,1,1,64.9357261,,,,,,0
XI-IATI-EC_INTPA-project-budget-document,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",2.350298164,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,iati,iati,33.33,70.50894139,37.17894139,monthly,1,1,37.17894139,,,,,,0
XI-IATI-EC_INTPA-project-procurement-contracts,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",1.984185983,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,iati,iati,33.33,99.20929916,65.87929916,monthly,1,1,65.87929916,,,,,,0
XI-IATI-EC_INTPA-project-procurement-tenders,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",0.5,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XI-IATI-EC_INTPA-foia,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",1.875,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
XI-IATI-EC_INTPA-results,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",0,results,Results,activity,Performance,activity-Performance,35,0.05,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
XI-IATI-EC_INTPA-reviews-and-evaluations,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",4.91579972,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,iati,iati,33.33,98.3159944,64.9859944,monthly,1,1,64.9859944,,,,,,0
XI-IATI-EC_INTPA-sector,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",2.490319211,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,99.61276845,66.28276845,monthly,1,1,66.28276845,,,,,,0
XI-IATI-EC_INTPA-country-strategy-or-mou,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",1.709008296,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,iati,iati,33.33,91.14710914,57.81710914,monthly,1,1,57.81710914,,,,,,0
XI-IATI-EC_INTPA-tied-aid-status,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",2.9999,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_INTPA-title,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",0.999939245,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,99.99392454,66.66392454,monthly,1,1,66.66392454,,,,,,0
XI-IATI-EC_INTPA-total-organisation-budget,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",4.166527911,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_INTPA-unique-id,XI-IATI-EC_INTPA,EC-INTPA,"European Commission, Directorate-General for International Partnerships","EC, INTPA",2.499916667,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-disaggregated-budgets,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",4.166527911,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-budget-alignment,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",2.852898291,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,85.58694444,52.25694444,monthly,1,1,52.25694444,,,,,,0
XI-IATI-EC_NEAR-accessibility,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
XI-IATI-EC_NEAR-actual-dates,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0.982575465,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,98.25754651,64.92754651,monthly,1,1,64.92754651,,,,,,0
XI-IATI-EC_NEAR-aid-type,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",2.9999,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-allocation-policy,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-annual-report,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-audit,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.8749375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-commitments,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",3.07434013,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,92.23019928,58.90019928,monthly,1,1,58.90019928,,,,,,0
XI-IATI-EC_NEAR-conditions,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",2.711393417,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,iati,iati,33.33,77.46838334,44.13838334,monthly,1,1,44.13838334,,,,,,0
XI-IATI-EC_NEAR-contact-details,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-current-status,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-description,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",2.984689741,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,99.48965802,66.15965802,monthly,1,1,66.15965802,,,,,,0
XI-IATI-EC_NEAR-disbursements-and-expenditures,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",3.08887128,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,92.66613376,59.33613376,monthly,1,1,59.33613376,,,,,,0
XI-IATI-EC_NEAR-finance-type,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",2.9999,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-flow-type,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",2.9999,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-location,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,manual,website,0,0,0,monthly,1,1,0,sometimes,0,,website,33.33,0
XI-IATI-EC_NEAR-location-with-activity-scope-exclusion-,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,iati,iati,,0,0,monthly,1,1,0,,,,,,0
XI-IATI-EC_NEAR-networked-data-implementors,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.998944947,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,99.94724734,66.61724734,monthly,1,1,66.61724734,,,,,,0
XI-IATI-EC_NEAR-networked-data-participating-orgs,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0.97598022,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,iati,iati,33.33,48.79901102,15.46901102,monthly,1,1,15.46901102,,,,,,0
XI-IATI-EC_NEAR-networked-data-transactions-with-valid-receiver,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0.989804078,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,iati,iati,33.33,98.98040779,65.65040779,monthly,1,1,65.65040779,,,,,,0
XI-IATI-EC_NEAR-objectives,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",2.745939252,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,54.91878505,21.58878505,monthly,1,1,21.58878505,,,,,,0
XI-IATI-EC_NEAR-organisation-strategy,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0.9375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XI-IATI-EC_NEAR-planned-dates,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0.998276638,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,99.82766378,66.49766378,monthly,1,1,66.49766378,,,,,,0
XI-IATI-EC_NEAR-impact-appraisals,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
XI-IATI-EC_NEAR-procurement-policy,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.8749375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XI-IATI-EC_NEAR-project-budget,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",2.832238288,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,iati,iati,33.33,84.96714439,51.63714439,monthly,1,1,51.63714439,,,,,,0
XI-IATI-EC_NEAR-project-budget-document,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.814248794,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,iati,iati,33.33,54.4274611,21.0974611,monthly,1,1,21.0974611,,,,,,0
XI-IATI-EC_NEAR-project-procurement-contracts,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.971297987,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,iati,iati,33.33,98.56489933,65.23489933,monthly,1,1,65.23489933,,,,,,0
XI-IATI-EC_NEAR-project-procurement-tenders,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",0.985827964,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,iati,iati,33.33,98.58279642,65.25279642,monthly,1,1,65.25279642,,,,,,0
XI-IATI-EC_NEAR-foia,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.875,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
XI-IATI-EC_NEAR-results,XI-IATI-EC_NEAR,EC-NEAR,"European Commission, European Neighbourhood Policy and Enlargement Negotiations","EC, NEAR",1.765409657,results,Results,activity,Performance,activity-Performance,35,0.05,iati,iati,33.33,35.30819315,1.978193146,monthly,1,1,1.978193146,,,,,,0
