id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_subcategory_name,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points,survey_source
XI-IATI-EC_INTPA-procurement-policy,"EC, INTPA",XI-IATI-EC_INTPA,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_INTPA-networked-data-participating-orgs,"EC, INTPA",XI-IATI-EC_INTPA,0.589191427,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,35.3514828,3.027224705,2.018149804,monthly,1,1,2.018149804,,,,,,0,https://www.ebrd.com
XI-IATI-EC_INTPA-country-strategy-or-mou,"EC, INTPA",XI-IATI-EC_INTPA,1.448124994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,77.233333,65.85,43.9,monthly,1,1,43.9,,,,,,0,
XI-IATI-EC_INTPA-actual-dates,"EC, INTPA",XI-IATI-EC_INTPA,0.997554012,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,99.75540122,99.63310232,66.42206822,monthly,1,1,66.42206822,,,,,,0,
XI-IATI-EC_INTPA-audit,"EC, INTPA",XI-IATI-EC_INTPA,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_INTPA-project-procurement-tenders,"EC, INTPA",XI-IATI-EC_INTPA,0.57408945,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,iati,iati,33.333333,57.40894497,36.11341796,24.07561197,monthly,1,1,24.07561197,,,,,,0,https://www.ebrd.com
XI-IATI-EC_INTPA-disaggregated-budgets,"EC, INTPA",XI-IATI-EC_INTPA,2.284722281,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,54.833333,32.25,21.5,monthly,1,1,21.5,,,,,,0,
XI-IATI-EC_INTPA-reviews-and-evaluations,"EC, INTPA",XI-IATI-EC_INTPA,0,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0,
XI-IATI-EC_INTPA-project-procurement-contracts,"EC, INTPA",XI-IATI-EC_INTPA,1,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XI-IATI-EC_INTPA-foia,"EC, INTPA",XI-IATI-EC_INTPA,1.875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,100,100,0,0,monthly,1,1,0,,0,100,,0,100,
XI-IATI-EC_INTPA-accessibility,"EC, INTPA",XI-IATI-EC_INTPA,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,monthly,1,1,0,,0,100,,0,100,https://www.ebrd.com/project-finder
XI-IATI-EC_NEAR-aid-type,"EC, NEAR",XI-IATI-EC_NEAR,2.99999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-commitments,"EC, NEAR",XI-IATI-EC_NEAR,3.333333489,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-current-status,"EC, NEAR",XI-IATI-EC_NEAR,0.999999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-project-budget,"EC, NEAR",XI-IATI-EC_NEAR,2.184749999,project-budget,Project budget,Finance and budgets,11,0.033333335,iati,iati,33.333333,65.54249669,48.31374553,32.20916369,monthly,1,1,32.20916369,,,,,,0,
XI-IATI-EC_NEAR-tied-aid-status,"EC, NEAR",XI-IATI-EC_NEAR,1.908740159,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,63.62467197,45.43700846,30.29133897,monthly,1,1,30.29133897,,,,,,0,
XI-IATI-EC_NEAR-finance-type,"EC, NEAR",XI-IATI-EC_NEAR,2.99999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-budget-alignment,"EC, NEAR",XI-IATI-EC_NEAR,2.891853397,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,86.75559757,80.13339686,53.42226457,monthly,1,1,53.42226457,,,,,,0,
XI-IATI-EC_NEAR-total-organisation-budget,"EC, NEAR",XI-IATI-EC_NEAR,4.166666786,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-unique-id,"EC, NEAR",XI-IATI-EC_NEAR,2.499999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-flow-type,"EC, NEAR",XI-IATI-EC_NEAR,2.99999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-sector,"EC, NEAR",XI-IATI-EC_NEAR,2.482391827,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,99.29567309,98.94351013,65.96234009,monthly,1,1,65.96234009,,,,,,0,
XI-IATI-EC_NEAR-description,"EC, NEAR",XI-IATI-EC_NEAR,2.99999999,description,Description,Project attributes,17,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-sub-national-location,"EC, NEAR",XI-IATI-EC_NEAR,3.332713263,sub-national-location,Sub-national location,Project attributes,23,0.035,iati,iati,33.333333,95.22037894,92.8305689,61.88704594,monthly,1,1,61.88704594,,,,,,0,
XI-IATI-EC_NEAR-annual-report,"EC, NEAR",XI-IATI-EC_NEAR,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-allocation-policy,"EC, NEAR",XI-IATI-EC_NEAR,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-networked-data-implementors,"EC, NEAR",XI-IATI-EC_NEAR,3.333333489,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-contact-details,"EC, NEAR",XI-IATI-EC_NEAR,0.999999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-planned-dates,"EC, NEAR",XI-IATI-EC_NEAR,0.999999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-title,"EC, NEAR",XI-IATI-EC_NEAR,0.998418855,title,Title,Project attributes,16,0.01,iati,iati,33.333333,99.84188554,99.76282881,66.50855254,monthly,1,1,66.50855254,,,,,,0,
XI-IATI-EC_NEAR-disbursements-and-expenditures,"EC, NEAR",XI-IATI-EC_NEAR,3.313763512,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,99.4129004,99.1193511,66.0795674,monthly,1,1,66.0795674,,,,,,0,
XI-IATI-EC_NEAR-networked-data-participating-orgs,"EC, NEAR",XI-IATI-EC_NEAR,0.575646174,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,34.53876767,1.808152007,1.205434672,monthly,1,1,1.205434672,,,,,,0,
XI-IATI-EC_NEAR-procurement-policy,"EC, NEAR",XI-IATI-EC_NEAR,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-country-strategy-or-mou,"EC, NEAR",XI-IATI-EC_NEAR,0.951124994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,50.72666633,26.09,17.39333333,monthly,1,1,17.39333333,,,,,,0,
XI-IATI-EC_NEAR-actual-dates,"EC, NEAR",XI-IATI-EC_NEAR,0.994854829,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,99.48548294,99.22822492,66.15214994,monthly,1,1,66.15214994,,,,,,0,
XI-IATI-EC_NEAR-audit,"EC, NEAR",XI-IATI-EC_NEAR,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XI-IATI-EC_NEAR-project-procurement-tenders,"EC, NEAR",XI-IATI-EC_NEAR,0.598429797,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,iati,iati,33.333333,59.84297971,39.76447006,26.50964671,monthly,1,1,26.50964671,,,,,,0,https://www.ebrd.com/documents/comms-and-bis/ebrd-annual-review-2020.pdf
XI-IATI-EC_NEAR-disaggregated-budgets,"EC, NEAR",XI-IATI-EC_NEAR,2.274444503,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,54.58666633,31.88,21.25333333,monthly,1,1,21.25333333,,,,,,0,https://www.ebrd.com/ebrd-sip.pdf
XI-IATI-EC_NEAR-organisation-strategy,"EC, NEAR",XI-IATI-EC_NEAR,0.9375,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,https://www.ebrd.com/documents/comms-and-bis/ebrd-financial-report-2020.pdf
XI-IATI-EC_NEAR-reviews-and-evaluations,"EC, NEAR",XI-IATI-EC_NEAR,0,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,0,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0,
XI-IATI-EC_NEAR-project-budget-document,"EC, NEAR",XI-IATI-EC_NEAR,0,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,manual,document,0,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0,
XI-IATI-EC_NEAR-conditions,"EC, NEAR",XI-IATI-EC_NEAR,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0,
XI-IATI-EC_NEAR-impact-appraisals,"EC, NEAR",XI-IATI-EC_NEAR,0,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0,
XI-IATI-EC_NEAR-project-procurement-contracts,"EC, NEAR",XI-IATI-EC_NEAR,1,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XI-IATI-EC_NEAR-results,"EC, NEAR",XI-IATI-EC_NEAR,0,results,Results,Performance,37,0.05,manual,website,0,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0,
XI-IATI-EC_NEAR-objectives,"EC, NEAR",XI-IATI-EC_NEAR,0,objectives,Objectives,Performance,34,0.05,manual,document,0,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0,
XI-IATI-EC_NEAR-foia,"EC, NEAR",XI-IATI-EC_NEAR,1.875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,100,100,0,0,monthly,1,1,0,,0,100,,0,100,
XI-IATI-EC_NEAR-accessibility,"EC, NEAR",XI-IATI-EC_NEAR,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,monthly,1,1,0,,0,100,,0,100,https://www.ebrd.com/project-finder
XM-DAC-918-3-non-sovereign-commitments,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,3.333333489,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-title,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.9939759,title,Title,Project attributes,16,0.01,iati,iati,33.333333,99.39759003,99.09638554,66.06425703,monthly,1,1,66.06425703,,,,,,0,
XM-DAC-918-3-non-sovereign-description,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,2.987951797,description,Description,Project attributes,17,0.03,iati,iati,33.333333,99.59839324,99.39759036,66.26506024,monthly,1,1,66.26506024,,,,,,0,
XM-DAC-918-3-non-sovereign-actual-dates,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.999999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-current-status,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.999999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-contact-details,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.999999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-sector,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,1.666666658,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,66.66666633,50,33.33333333,monthly,1,1,33.33333333,,,,,,0,
XM-DAC-918-3-non-sovereign-unique-id,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,2.499999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-flow-type,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,2.99999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-aid-type,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,2.99999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-finance-type,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,2.993975894,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,99.79919645,99.69879518,66.46586345,monthly,1,1,66.46586345,,,,,,0,
XM-DAC-918-3-non-sovereign-tied-aid-status,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,2.99999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-networked-data-implementors,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,4.999999983,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.05,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-objectives,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,4.999999983,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-impact-appraisals,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,4.999999983,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-918-3-non-sovereign-organisation-strategy,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.9375,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XM-DAC-918-3-non-sovereign-annual-report,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.9375,annual-report,Annual report,Organisational planning and commitments,4,0.01875,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XM-DAC-918-3-non-sovereign-allocation-policy,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.9375,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XM-DAC-918-3-non-sovereign-procurement-policy,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.9375,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XM-DAC-918-3-non-sovereign-country-strategy-or-mou,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,manual,document,0,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0,
XM-DAC-918-3-non-sovereign-audit,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.9375,audit,Audit,Organisational planning and commitments,8,0.01875,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XM-DAC-918-3-non-sovereign-total-organisation-budget,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,manual,pdf,0,0,0,0,monthly,1,1,0,,0,0,pdf,16.665,0,
XM-DAC-918-3-non-sovereign-disaggregated-budgets,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,manual,pdf,0,0,0,0,monthly,1,1,0,,0,0,pdf,16.665,0,
XM-DAC-918-3-non-sovereign-project-budget-document,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0,
XM-DAC-918-3-non-sovereign-disbursements-and-expenditures,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,manual,website,0,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0,
XM-DAC-918-3-non-sovereign-budget-alignment,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,manual,website,0,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0,
XM-DAC-918-3-non-sovereign-planned-dates,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,planned-dates,Planned dates,Project attributes,18,0.01,manual,website,0,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0,
XM-DAC-918-3-non-sovereign-sub-national-location,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,sub-national-location,Sub-national location,Project attributes,23,0.035,manual,pdf,0,0,0,0,monthly,1,1,0,sometimes,0,,pdf,16.665,0,
XM-DAC-918-3-non-sovereign-conditions,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0,
XM-DAC-918-3-non-sovereign-project-procurement-contracts,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0,https://ec.europa.eu/info/system/files/annual-activity-report-2020-echo_en.pdf
XM-DAC-918-3-non-sovereign-project-procurement-tenders,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0.5,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XM-DAC-918-3-non-sovereign-reviews-and-evaluations,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,2.5,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
XM-DAC-918-3-non-sovereign-results,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,results,Results,Performance,37,0.05,manual,website,0,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0,https://ec.europa.eu/budget/financial-transparency-system/analysis.html
XM-DAC-918-3-non-sovereign-project-budget,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,website,0,0,0,0,monthly,1,1,0,sometimes,0,,website,33.33,0,
XM-DAC-918-3-non-sovereign-networked-data-participating-orgs,EIB - Non-Sov.,XM-DAC-918-3-non-sovereign,0,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,,manual,website,0,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0,
